Wall time,Step,Value
1600912978.9462068,0,9.51208782196045
1600912983.8543992,1,20.564523696899414
1600912988.9375083,2,-177.5278778076172
1600912995.9860866,3,48.35099411010742
1600913004.2318418,4,-26.6312198638916
1600913012.1190894,5,169.0889892578125
1600913018.9581208,6,98.69595336914062
1600913026.8392572,7,159.01364135742188
1600913036.8213263,8,159.24720764160156
1600913048.417768,9,176.18431091308594
1600913061.0840592,10,281.5324401855469
1600913071.8909576,11,298.4577331542969
1600913082.6584973,12,292.37152099609375
1600913093.3257723,13,326.5607604980469
1600913105.1236527,14,351.13153076171875
1600913116.1212075,15,386.62322998046875
1600913127.1604838,16,356.13055419921875
1600913138.1788013,17,306.48736572265625
1600913149.0421772,18,324.576904296875
1600913160.013766,19,317.5853576660156
1600913165.4589672,20,77.7102279663086
1600913177.3088968,21,240.40667724609375
1600913188.549644,22,367.5177307128906
1600913199.4258158,23,376.92041015625
1600913210.278644,24,332.6874084472656
1600913221.455519,25,311.3228759765625
1600913230.678784,26,148.0667724609375
1600913244.101726,27,357.37457275390625
1600913257.6032472,28,336.09014892578125
1600913270.8259592,29,312.076904296875
1600913283.52149,30,308.8321533203125
1600913295.4791255,31,330.51605224609375
1600913305.7906969,32,282.152587890625
1600913316.9564035,33,332.64581298828125
1600913322.443678,34,120.08979797363281
1600913333.4850817,35,340.676025390625
1600913344.8050003,36,368.6822509765625
1600913355.8155835,37,293.41363525390625
1600913366.743931,38,372.892578125
1600913375.085784,39,184.3125
1600913386.063869,40,327.5328369140625
1600913393.5849867,41,132.357421875
1600913404.652827,42,296.23992919921875
1600913414.9377203,43,270.0919494628906
1600913425.70223,44,293.6704406738281
1600913436.6885326,45,352.08673095703125
1600913447.7317445,46,328.047607421875
1600913458.7201629,47,290.7148132324219
1600913469.45867,48,330.0073547363281
1600913480.508689,49,269.15704345703125
1600913491.4720266,50,256.0722961425781
1600913502.3814428,51,308.3500671386719
1600913513.2678301,52,321.3927001953125
1600913524.1634173,53,357.15093994140625
1600913535.0348756,54,348.89788818359375
1600913546.193424,55,337.238525390625
1600913557.1121225,56,356.7357177734375
1600913568.1940744,57,364.88134765625
1600913579.1892025,58,334.4527893066406
1600913590.095188,59,356.53924560546875
1600913600.9024901,60,357.6924743652344
1600913611.9058392,61,361.6091003417969
1600913623.084793,62,360.8981628417969
1600913634.0870135,63,307.553466796875
1600913641.7567458,64,183.3155517578125
1600913649.4234202,65,210.6352081298828
1600913660.5804904,66,342.24371337890625
1600913666.1299238,67,109.65922546386719
1600913677.2046013,68,359.74102783203125
1600913688.1246567,69,286.81591796875
1600913699.2242112,70,338.5217590332031
1600913707.472197,71,153.8828887939453
1600913717.2380211,72,266.3277893066406
1600913722.8033202,73,98.66761016845703
1600913733.8904607,74,286.86346435546875
1600913744.932002,75,378.0496520996094
1600913756.0392551,76,316.4469299316406
1600913767.209413,77,303.7235107421875
1600913778.3028038,78,337.81036376953125
1600913789.5790403,79,335.93536376953125
1600913801.8198843,80,321.4875793457031
1600913813.0708914,81,328.0995788574219
1600913824.1058884,82,324.5295104980469
1600913835.510837,83,349.9452209472656
1600913846.761958,84,323.1549377441406
1600913857.9385083,85,314.2707824707031
1600913868.9344845,86,286.0686950683594
1600913879.949891,87,325.5630187988281
1600913891.0758464,88,366.37261962890625
1600913902.2321706,89,344.1872863769531
1600913913.3599296,90,303.79638671875
1600913924.6403854,91,307.97906494140625
1600913932.8333974,92,192.6897430419922
1600913942.3329237,93,222.29258728027344
1600913951.5206356,94,259.4789123535156
1600913962.7664871,95,357.22698974609375
1600913974.0203042,96,362.08905029296875
1600913985.4510918,97,348.2892761230469
1600913996.8201046,98,356.26971435546875
1600914008.0632417,99,314.2706298828125
1600914019.2947512,100,368.92144775390625
1600914030.4653218,101,369.6053771972656
1600914041.6078417,102,343.7425231933594
1600914052.7572849,103,326.3951416015625
1600914063.8959897,104,354.22149658203125
1600914069.4493465,105,95.5401611328125
1600914080.4715202,106,339.6793212890625
1600914091.5770998,107,368.8247985839844
1600914102.8403325,108,335.5268249511719
1600914112.2347791,109,165.264404296875
1600914123.2916374,110,368.84027099609375
1600914134.4171607,111,370.06719970703125
1600914139.9571786,112,77.92189025878906
1600914151.1932778,113,319.5351867675781
1600914163.403084,114,343.16497802734375
1600914174.426501,115,365.86181640625
1600914181.0311203,116,62.94063186645508
1600914192.2317839,117,274.25982666015625
1600914198.9079437,118,123.04620361328125
1600914210.2721026,119,386.1429138183594
1600914221.40941,120,369.7340087890625
1600914232.5564246,121,331.1753845214844
1600914243.7418795,122,310.1520690917969
1600914252.5349436,123,185.7290496826172
1600914263.7545488,124,380.9928894042969
1600914269.358055,125,91.92876434326172
1600914280.4371877,126,342.36126708984375
1600914291.5807393,127,349.36712646484375
1600914302.8253717,128,351.9136657714844
1600914314.050796,129,380.08892822265625
1600914325.3155446,130,372.1917724609375
1600914336.625269,131,367.4096374511719
1600914347.875899,132,351.2335205078125
1600914359.130786,133,363.7711181640625
1600914370.408352,134,342.4653625488281
1600914381.7697966,135,378.44036865234375
1600914387.4172606,136,67.89554595947266
1600914398.53058,137,326.89727783203125
1600914409.8260314,138,351.9460754394531
1600914421.1126494,139,364.0292053222656
1600914432.3127816,140,365.73809814453125
1600914443.5512812,141,367.6530456542969
1600914454.9122393,142,370.25433349609375
1600914466.2310672,143,341.35418701171875
1600914471.899363,144,84.24620819091797
1600914483.208691,145,326.16009521484375
1600914494.4865093,146,331.77496337890625
1600914505.8429565,147,329.9335021972656
1600914517.1044588,148,352.99810791015625
1600914528.448698,149,384.6470642089844
1600914539.6641667,150,338.01239013671875
1600914551.0119603,151,332.9847412109375
1600914562.3947356,152,328.00286865234375
1600914573.5800817,153,344.5714111328125
1600914584.8690498,154,350.4654235839844
1600914596.3513103,155,351.6763000488281
1600914607.7414474,156,330.4738464355469
1600914613.3874216,157,67.10163116455078
1600914625.883855,158,373.271484375
1600914637.5360842,159,363.0800476074219
1600914648.9198658,160,335.9792175292969
1600914660.3672833,161,276.2349548339844
1600914666.0260966,162,11.435105323791504
1600914672.9981253,163,127.4070053100586
1600914684.5282142,164,361.4237060546875
1600914695.8195062,165,365.1155090332031
1600914707.1815512,166,342.5096435546875
1600914718.675894,167,299.7910461425781
1600914730.1687021,168,346.74700927734375
1600914741.8486803,169,348.4587707519531
1600914749.739949,170,164.1505126953125
1600914761.1028354,171,367.5959777832031
1600914772.5010629,172,336.23944091796875
1600914784.1232705,173,354.16021728515625
1600914795.712511,174,358.1189880371094
1600914807.3012357,175,326.3067321777344
1600914818.9615774,176,342.93280029296875
1600914830.500261,177,333.8650207519531
1600914836.3296168,178,29.480005264282227
1600914847.811675,179,357.63604736328125
1600914853.594724,180,70.35739135742188
1600914865.1140487,181,371.71099853515625
1600914876.729914,182,368.3852233886719
1600914888.3975573,183,370.10150146484375
1600914900.1347494,184,329.2947692871094
1600914911.8130724,185,344.9157409667969
1600914923.4724047,186,331.30059814453125
1600914935.1681862,187,328.0352478027344
1600914941.0693033,188,69.1335678100586
1600914952.8817978,189,362.34661865234375
1600914962.1722336,190,206.24533081054688
1600914970.5550692,191,127.25958251953125
1600914982.4024827,192,331.4984436035156
1600914994.2415981,193,342.01910400390625
1600915006.1097002,194,295.9074401855469
1600915017.9374914,195,368.53314208984375
1600915029.8966591,196,344.3838806152344
1600915041.7640953,197,309.8365173339844
1600915053.5057976,198,364.7953186035156
1600915059.4454792,199,66.17230987548828
1600915071.4768617,200,352.6920166015625
1600915083.5388324,201,292.42950439453125
1600915095.4134524,202,374.93218994140625
1600915107.3819122,203,384.2354736328125
1600915119.2645824,204,329.0960388183594
1600915131.2475865,205,274.4254455566406
1600915137.3125281,206,53.72245788574219
1600915143.338048,207,69.13201141357422
1600915149.400834,208,93.70230102539062
1600915158.7555401,209,157.04928588867188
1600915170.6562355,210,366.81268310546875
1600915182.714579,211,366.7238464355469
1600915188.6809897,212,66.29690551757812
1600915200.7282243,213,335.69976806640625
1600915213.820534,214,380.29095458984375
1600915226.2244537,215,341.8659362792969
1600915238.4010866,216,337.52203369140625
1600915250.27119,217,347.6114501953125
1600915262.250624,218,358.0028076171875
1600915271.272863,219,143.47756958007812
1600915283.273156,220,321.3283386230469
1600915295.4317214,221,286.28411865234375
1600915307.4951546,222,358.7475891113281
1600915319.4881275,223,367.1899108886719
1600915331.4803865,224,358.6419677734375
1600915343.4094083,225,317.3334655761719
1600915355.4739912,226,370.16729736328125
1600915367.5052772,227,289.6764831542969
1600915379.6476538,228,318.89154052734375
1600915391.8936272,229,372.8224792480469
1600915403.933339,230,337.808837890625
1600915415.9633806,231,303.6118469238281
1600915428.029612,232,331.7469482421875
1600915440.1127522,233,333.9686584472656
1600915452.325865,234,373.0453186035156
1600915464.5802467,235,387.017578125
1600915476.7977326,236,367.557373046875
1600915488.796676,237,331.37469482421875
1600915500.8976088,238,362.7541198730469
1600915512.9587886,239,334.2437744140625
1600915525.059575,240,381.87139892578125
1600915533.2883992,241,146.16757202148438
1600915539.3849866,242,67.13835144042969
1600915551.496362,243,365.3857727050781
1600915563.4737422,244,350.8945617675781
1600915575.5547993,245,296.3202209472656
1600915587.5797803,246,323.553466796875
1600915598.527415,247,307.8181457519531
1600915610.7040653,248,351.7463684082031
1600915622.9266224,249,282.5782775878906
1600915622.9864888,250,1.0
