Wall time,Step,Value
1600906760.6949723,0,59.08245849609375
1600906766.6443691,1,86.70033264160156
1600906772.4542246,2,79.85248565673828
1600906782.257886,3,215.1221466064453
1600906795.214343,4,328.81964111328125
1600906801.8973427,5,65.98176574707031
1600906809.7695558,6,109.02938842773438
1600906816.463089,7,94.39969635009766
1600906824.2510939,8,99.02690124511719
1600906832.1810648,9,97.1465072631836
1600906840.076877,10,74.99212646484375
1600906851.6340551,11,160.91094970703125
1600906863.6482124,12,148.5580291748047
1600906879.4728913,13,343.7690124511719
1600906895.1604476,14,335.106201171875
1600906910.6906302,15,346.6358642578125
1600906925.8617127,16,360.0211181640625
1600906939.2511601,17,384.229736328125
1600906952.8536491,18,358.3385314941406
1600906966.3226612,19,360.4911804199219
1600906979.6501026,20,383.420166015625
1600906993.0512114,21,387.370361328125
1600907006.6285155,22,366.1258239746094
1600907020.2117877,23,367.8778991699219
1600907033.722682,24,385.4383544921875
1600907047.4210856,25,351.04876708984375
1600907061.019411,26,366.1893310546875
1600907074.8038433,27,365.54595947265625
1600907088.3666115,28,386.9662780761719
1600907101.8863845,29,377.5519104003906
1600907115.2846627,30,398.1832580566406
1600907128.7207344,31,381.2484130859375
1600907142.2220364,32,384.0262756347656
1600907156.0584512,33,387.27044677734375
1600907169.3033175,34,384.4404602050781
1600907182.8712187,35,392.5098571777344
1600907196.3211513,36,386.00640869140625
1600907209.3405676,37,379.47918701171875
1600907222.8859963,38,392.48419189453125
1600907236.2778337,39,392.158447265625
1600907249.965691,40,389.8652038574219
1600907263.5781784,41,384.45635986328125
1600907277.0294256,42,397.43145751953125
1600907290.6661098,43,377.1005554199219
1600907304.3068168,44,373.83135986328125
1600907317.752271,45,374.1820983886719
1600907331.340353,46,392.9473571777344
1600907344.7641044,47,389.5995178222656
1600907358.336434,48,390.3083801269531
1600907371.9375284,49,382.95977783203125
1600907385.2669988,50,376.18017578125
1600907398.435814,51,395.9502868652344
1600907411.6348836,52,383.8218688964844
1600907425.0188203,53,383.554931640625
1600907438.563701,54,387.3564453125
1600907452.2279918,55,377.1613464355469
1600907465.8521044,56,392.56219482421875
1600907479.615028,57,382.88250732421875
1600907493.1547003,58,388.54583740234375
1600907506.6824253,59,391.6883850097656
1600907520.174034,60,382.05560302734375
1600907533.6591935,61,336.92340087890625
1600907547.0708628,62,393.49884033203125
1600907560.635618,63,384.9079284667969
1600907574.2193828,64,367.34210205078125
1600907587.95222,65,381.7269287109375
1600907601.7047198,66,388.9032287597656
1600907615.2696064,67,389.06207275390625
1600907628.7579699,68,380.1837463378906
1600907641.913398,69,386.99334716796875
1600907655.5369153,70,376.8572082519531
1600907669.099744,71,369.9700927734375
1600907682.8372889,72,360.3332824707031
1600907696.3658204,73,373.6857604980469
1600907710.0319872,74,371.5395812988281
1600907723.4149702,75,388.4579162597656
1600907736.928124,76,389.2437744140625
1600907750.660216,77,378.32012939453125
1600907763.8316398,78,348.8631286621094
1600907777.3229706,79,382.0819396972656
1600907790.9919238,80,371.434326171875
1600907804.486318,81,375.7164001464844
1600907817.9900868,82,373.31439208984375
1600907831.7386982,83,372.03271484375
1600907845.30761,84,380.2264709472656
1600907858.6111817,85,391.1094055175781
1600907870.0949967,86,283.5458679199219
1600907883.765199,87,365.0647277832031
1600907897.043186,88,350.74017333984375
1600907910.641641,89,382.9967041015625
1600907924.0915875,90,368.7081298828125
1600907937.5569139,91,378.5115661621094
1600907949.8803015,92,280.2796936035156
1600907963.4588,93,318.59149169921875
1600907977.10605,94,375.32513427734375
1600907990.6044638,95,353.12701416015625
1600908004.1557436,96,329.6235046386719
1600908017.7552118,97,379.04193115234375
1600908031.3031573,98,374.2440185546875
