Wall time,Step,Value
1601210563.3872464,18,-3.5646376609802246
1601210731.0533905,42,2.2078263759613037
1601210750.0742967,45,0.10861437022686005
1601210829.3302069,56,3.623182535171509
1601210927.6939309,71,1.3541380167007446
1601210946.9181798,74,0.8039762377738953
1601211081.2606251,94,2.1127920150756836
1601211490.3596528,155,-3.0842676162719727
1601211510.147051,158,-2.3822131156921387
1601211569.4829328,167,-3.5746731758117676
1601211674.7808533,183,-2.0388834476470947
1601211990.4992306,229,0.039493680000305176
1601212029.8763025,234,-0.30094075202941895
1601212180.865797,255,2.8748931884765625
1601212215.0620465,260,-10.1919527053833
1601212262.9962401,267,-9.567327499389648
1601212307.7660677,273,2.41521954536438
1601212555.5334277,308,3.054224729537964
1601212569.8447626,310,0.18818366527557373
1601212629.2944224,318,3.9715256690979004
1601212848.764053,347,-10.448098182678223
1601213005.2223353,367,1.6155034303665161
1601213453.5864573,421,0.7230293154716492
1601213461.5307794,422,0.5475267171859741
1601213631.0524178,442,4.861812591552734
1601213654.881036,445,2.039341926574707
1601213787.5918608,460,2.2730331420898438
1601213819.5614939,463,-3.881709575653076
1601213827.7565472,464,-4.594371318817139
1601213913.9835873,474,-0.5805800557136536
1601214067.3928385,493,0.13766264915466309
1601214456.9871337,536,1.7546231746673584
1601214683.7754908,563,4.379089832305908
1601214846.7106328,579,-1.7101024389266968
1601214910.3256972,586,-3.9835376739501953
1601214918.724582,587,4.089222431182861
1601215217.7271972,620,-2.1619131565093994
1601215345.814272,634,2.0358591079711914
1601215409.1523945,641,-0.020445704460144043
1601215417.4182634,642,0.46067965030670166
1601215434.1073537,644,1.622459053993225
1601215459.1346028,647,-4.840456485748291
1601215476.0759263,649,0.052948351949453354
1601215582.5357454,661,0.6358858942985535
1601215667.8216474,671,-0.3809548020362854
1601216052.8835866,714,1.9555026292800903
1601216134.3194764,722,3.5004358291625977
1601216203.1700103,730,0.20490874350070953
1601216391.2464447,752,2.245955467224121
1601216425.9235845,756,-1.120166540145874
1601216503.3709562,765,2.360910654067993
1601216538.1725407,769,0.8665976524353027
1601216555.39215,771,-2.4520342350006104
1601216684.2572687,785,3.1695120334625244
1601216708.9051535,787,-126.46544647216797
1601216751.8468206,792,3.5879549980163574
1601216769.4822657,794,1.4040367603302002
1601216839.6129518,802,0.18711426854133606
1601216892.438065,808,1.0407898426055908
1601216901.084686,809,4.819798469543457
1601217116.1874824,832,1.8868554830551147
1601217151.4358916,836,0.5979520678520203
1601217815.6407745,907,2.2732977867126465
1601217832.6120617,909,0.20926859974861145
1601218144.1780367,942,4.230879783630371
1601218170.8703754,945,-4.285713195800781
1601218319.699571,962,2.821523427963257
1601218411.0515952,971,0.5791273713111877
